2021-10-17 12:57:48,142 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-10-17 12:57:48,180 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-10-17 12:57:48,182 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-10-17 12:57:48,182 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-10-17 12:57:48,233 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-10-17 12:57:48,233 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-10-17 12:57:48,234 INFO  SwAddin.cs: 201 - Setting up command manager
2021-10-17 12:57:48,235 INFO  SwAddin.cs: 204 - Adding command manager
2021-10-17 12:57:48,238 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-10-17 12:57:48,238 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-10-17 12:57:48,239 INFO  SwAddin.cs: 210 - Adding event handlers
2021-10-17 12:57:48,398 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-10-21 13:52:24,893 INFO  SwAddin.cs: 351 - Part export called
2021-10-21 13:52:24,994 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,046 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,047 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,047 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,048 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,048 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱.SLDPRT
2021-10-21 13:52:25,049 INFO  SwAddin.cs: 367 - Showing part
2021-10-21 13:52:51,415 INFO  SwAddin.cs: 351 - Part export called
2021-10-21 13:52:51,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,432 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,432 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,433 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,433 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,434 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱.SLDPRT
2021-10-21 13:52:51,434 INFO  SwAddin.cs: 367 - Showing part
2021-10-21 13:53:11,885 INFO  SwAddin.cs: 351 - Part export called
2021-10-21 13:53:11,898 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,898 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,899 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,899 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,900 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,900 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱.SLDPRT
2021-10-21 13:53:11,901 INFO  SwAddin.cs: 367 - Showing part
2021-10-21 13:54:08,991 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体1
2021-10-21 13:54:08,993 INFO  SwAddin.cs: 299 - Save is required
2021-10-21 13:54:08,993 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-21 13:54:09,004 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-21 13:54:09,009 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2021-10-21 13:54:09,010 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:09,011 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体1
2021-10-21 13:54:09,012 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:09,014 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:09,015 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱-1
2021-10-21 13:54:09,016 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:09,017 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱-1
2021-10-21 13:54:09,017 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2021-10-21 13:54:09,018 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:09,018 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2021-10-21 13:54:09,019 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:09,019 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:09,019 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱-1
2021-10-21 13:54:09,020 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:09,020 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱-1
2021-10-21 13:54:09,409 INFO  SwAddin.cs: 339 - Loading config tree
2021-10-21 13:54:09,415 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-10-21 13:54:09,421 INFO  SwAddin.cs: 344 - Showing property manager
2021-10-21 13:54:13,889 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-21 13:54:25,211 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体1
2021-10-21 13:54:25,212 INFO  SwAddin.cs: 299 - Save is required
2021-10-21 13:54:25,212 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-21 13:54:25,213 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-21 13:54:25,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2021-10-21 13:54:25,214 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:25,214 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体1
2021-10-21 13:54:25,215 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:25,215 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:25,216 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱-1
2021-10-21 13:54:25,216 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:25,217 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱-1
2021-10-21 13:54:25,217 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2021-10-21 13:54:25,218 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:25,218 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2021-10-21 13:54:25,218 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:25,219 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:25,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱-1
2021-10-21 13:54:25,220 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:25,220 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱-1
2021-10-21 13:54:25,345 INFO  SwAddin.cs: 339 - Loading config tree
2021-10-21 13:54:25,346 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-10-21 13:54:25,350 INFO  SwAddin.cs: 344 - Showing property manager
2021-10-21 13:54:40,763 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-10-21 13:54:41,045 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-21 13:54:50,658 INFO  SwAddin.cs: 294 - Assembly export called for file 装配体1
2021-10-21 13:54:50,659 INFO  SwAddin.cs: 299 - Save is required
2021-10-21 13:54:50,659 INFO  SwAddin.cs: 313 - Saving assembly
2021-10-21 13:54:50,660 INFO  SwAddin.cs: 316 - Opening property manager
2021-10-21 13:54:50,660 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2021-10-21 13:54:50,661 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:50,661 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 装配体1
2021-10-21 13:54:50,662 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:50,662 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:50,663 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱-1
2021-10-21 13:54:50,663 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:50,664 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱-1
2021-10-21 13:54:50,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2021-10-21 13:54:50,665 INFO  ExportHelperExtension.cs: 1136 - Found 23 in 装配体1
2021-10-21 13:54:50,665 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2021-10-21 13:54:50,666 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:54:50,666 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:54:50,667 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱-1
2021-10-21 13:54:50,667 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:54:50,668 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱-1
2021-10-21 13:54:50,955 INFO  SwAddin.cs: 339 - Loading config tree
2021-10-21 13:54:50,956 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-10-21 13:54:50,957 INFO  SwAddin.cs: 344 - Showing property manager
2021-10-21 13:54:59,114 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-10-21 13:55:02,792 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 装配体1
2021-10-21 13:55:02,808 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 装配体1
2021-10-21 13:55:02,809 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in 装配体1
2021-10-21 13:55:02,809 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:55:02,810 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:55:02,810 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 等边三角棱柱-1
2021-10-21 13:55:02,811 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:55:02,811 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 等边三角棱柱-1
2021-10-21 13:55:02,812 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 装配体1
2021-10-21 13:55:02,812 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 装配体1
2021-10-21 13:55:02,813 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 装配体1
2021-10-21 13:55:02,813 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-10-21 13:55:02,813 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-10-21 13:55:02,814 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 等边三角棱柱-1
2021-10-21 13:55:02,814 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 等边三角棱柱-1
2021-10-21 13:55:02,815 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 等边三角棱柱-1
2021-10-21 13:55:02,940 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-10-21 13:55:35,328 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2021-10-21 13:55:35,379 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
